mse1      (p2point),"mse1,PSNR (p2point)",mse1      (p2plane),"mse1,PSNR (p2plane)",h.       1(p2point),"h.,PSNR  1(p2point)",mse2      (p2point),"mse2,PSNR (p2point)",mse2      (p2plane),"mse2,PSNR (p2plane)",h.       2(p2point),"h.,PSNR  2(p2point)",mseF      (p2point),"mseF,PSNR (p2point)",mseF      (p2plane),"mseF,PSNR (p2plane)",h.        (p2point),"h.,PSNR   (p2point)",n_points_ori,n_points,bpp_coords,bpp_feats,bpp_head,bpp,voxel size,rho,partition time,partition num,encode time,decode time,metric time,time
0.11796,74.2514,0.0425204,78.6828,35.0,49.528,0.111639,74.4906,0.0460152,78.3397,8.0,55.9378,0.11796,74.2514,0.0460152,78.3397,35.0,49.528,757691,757691,0.026554,0.383375,0.000232,0.410341,1,1,2.071662,757691,0.763746,0.604871,28.201985,32.987548
